[2025-03-04 05:26:50] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-04 05:26:50] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-04 05:26:50] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-04 05:26:50] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-04 05:26:50] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-04 05:26:50] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-04 05:26:51] [class-ss-setup-task.php:33] Creating archive directory: E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010\
[2025-03-04 05:26:51] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/wordpress_sites/
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-tabs.min.css
[2025-03-04 05:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:399; Total: 834
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f39385a2-4lLE2f.tmp
[2025-03-04 05:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-tabs.min.css?simply_static_page=2210
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-tabs.min.css?simply_static_page=2210
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:103] Filesize: 4197 bytes
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-tabs.min.css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f39385a2-4lLE2f.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/css/widget-tabs.min.css
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:21] [class-ss-page.php:119] Checking Content Identical:19d1edd8409696ce27fdd8b7312d592aee1a86d8===. Value: FALSE
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css
[2025-03-04 05:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:398; Total: 834
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f39441a7-EywMJf.tmp
[2025-03-04 05:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css?simply_static_page=2211
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css?simply_static_page=2211
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:103] Filesize: 1680 bytes
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f39441a7-EywMJf.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/css/widget-testimonial-rtl.min.css
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:21] [class-ss-page.php:119] Checking Content Identical:b52de0dbf4848753de197c960daa8d65de9257ce===. Value: FALSE
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-testimonial.min.css
[2025-03-04 05:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:397; Total: 834
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f3950bc0-1csNPZ.tmp
[2025-03-04 05:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-testimonial.min.css?simply_static_page=2212
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-testimonial.min.css?simply_static_page=2212
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:103] Filesize: 1680 bytes
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-testimonial.min.css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f3950bc0-1csNPZ.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/css/widget-testimonial.min.css
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:21] [class-ss-page.php:119] Checking Content Identical:b52de0dbf4848753de197c960daa8d65de9257ce===. Value: FALSE
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css
[2025-03-04 05:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:396; Total: 834
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f395ba58-3iv5Tw.tmp
[2025-03-04 05:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css?simply_static_page=2213
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css?simply_static_page=2213
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:103] Filesize: 705 bytes
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f395ba58-3iv5Tw.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/css/widget-text-editor-rtl.min.css
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:21] [class-ss-page.php:119] Checking Content Identical:e4e3f2f3e5bd75dd9668049a3bfbb1824fbe7784===. Value: FALSE
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css
[2025-03-04 05:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:395; Total: 834
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f3963e89-yz9GW5.tmp
[2025-03-04 05:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?simply_static_page=2214
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?simply_static_page=2214
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:103] Filesize: 704 bytes
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-text-editor.min.css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f3963e89-yz9GW5.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:21] [class-ss-page.php:119] Checking Content Identical:d87fdfdf2418d103747e39cfeb9c406390509c70===. Value: FALSE
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css
[2025-03-04 05:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:394; Total: 834
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f396d56e-d6cSpn.tmp
[2025-03-04 05:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css?simply_static_page=2215
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css?simply_static_page=2215
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:103] Filesize: 1088 bytes
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f396d56e-d6cSpn.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/css/widget-text-path-rtl.min.css
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:21] [class-ss-page.php:119] Checking Content Identical:74049796722b59810c42b9d800d8062596d08888===. Value: FALSE
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-text-path.min.css
[2025-03-04 05:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:393; Total: 834
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f397895e-7U14yG.tmp
[2025-03-04 05:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-text-path.min.css?simply_static_page=2216
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-text-path.min.css?simply_static_page=2216
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:103] Filesize: 1088 bytes
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-text-path.min.css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f397895e-7U14yG.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/css/widget-text-path.min.css
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:21] [class-ss-page.php:119] Checking Content Identical:df5bd2f133617fa1357a509f62f110e048d33552===. Value: FALSE
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-toggle-rtl.min.css
[2025-03-04 05:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:392; Total: 834
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f398776b-biknGC.tmp
[2025-03-04 05:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-toggle-rtl.min.css?simply_static_page=2217
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-toggle-rtl.min.css?simply_static_page=2217
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:103] Filesize: 1578 bytes
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-toggle-rtl.min.css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f398776b-biknGC.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/css/widget-toggle-rtl.min.css
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:21] [class-ss-page.php:119] Checking Content Identical:19130da3abe3d23e0a55508c0fa5c53ddd11582b===. Value: FALSE
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-toggle.min.css
[2025-03-04 05:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:391; Total: 834
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f39953fa-IfZGmv.tmp
[2025-03-04 05:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-toggle.min.css?simply_static_page=2218
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-toggle.min.css?simply_static_page=2218
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:103] Filesize: 1578 bytes
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-toggle.min.css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f39953fa-IfZGmv.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/css/widget-toggle.min.css
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:21] [class-ss-page.php:119] Checking Content Identical:19130da3abe3d23e0a55508c0fa5c53ddd11582b===. Value: FALSE
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-video-rtl.min.css
[2025-03-04 05:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:390; Total: 834
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f399fa83-Q8s3qt.tmp
[2025-03-04 05:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-video-rtl.min.css?simply_static_page=2219
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-video-rtl.min.css?simply_static_page=2219
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:103] Filesize: 1283 bytes
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-video-rtl.min.css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f399fa83-Q8s3qt.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/css/widget-video-rtl.min.css
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:21] [class-ss-page.php:119] Checking Content Identical:53acc42f89159f0ea8eb603b28616765841501d5===. Value: FALSE
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-video.min.css
[2025-03-04 05:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:389; Total: 834
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f39ad5f2-EijbZ4.tmp
[2025-03-04 05:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-video.min.css?simply_static_page=2220
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/css/widget-video.min.css?simply_static_page=2220
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:103] Filesize: 1283 bytes
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-video.min.css
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f39ad5f2-EijbZ4.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/css/widget-video.min.css
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:21] [class-ss-page.php:119] Checking Content Identical:53acc42f89159f0ea8eb603b28616765841501d5===. Value: FALSE
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/025905cd015671d0a830.bundle.min.js
[2025-03-04 05:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:388; Total: 834
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f39b657b-sginyU.tmp
[2025-03-04 05:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/025905cd015671d0a830.bundle.min.js?simply_static_page=2221
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/025905cd015671d0a830.bundle.min.js?simply_static_page=2221
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:103] Filesize: 4102 bytes
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/025905cd015671d0a830.bundle.min.js
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f39b657b-sginyU.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/js/025905cd015671d0a830.bundle.min.js
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:21] [class-ss-page.php:119] Checking Content Identical:f59b228dff49452bf869fc4002830f9a69ab6e7b===. Value: FALSE
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js
[2025-03-04 05:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:387; Total: 834
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f39ba8ef-tYusj5.tmp
[2025-03-04 05:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js?simply_static_page=2222
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js?simply_static_page=2222
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:103] Filesize: 44877 bytes
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c68f39ba8ef-tYusj5.tmp to E:\Seenu\wampp\www\wordpress\wordpress_sites/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066010/wp-content/plugins/elementor/assets/js/056b8f3bbbcabf026cd1.bundle.js
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:27:21] [class-ss-page.php:119] Checking Content Identical:6dfb2d89a38bee7b78441aa92fc0b973a6d40d26===. Value: FALSE
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/0d1a75a41cae2a76432a.bundle.js
[2025-03-04 05:27:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:386; Total: 834
[2025-03-04 05:27:21] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c68f39bec6d-cQFgnt.tmp
[2025-03-04 05:27:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/0d1a75a41cae2a76432a.bundle.js?simply_static_page=2223
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wordpress_sites/wp-content/plugins/elementor/assets/js/0d1a75a41cae2a76432a.bundle.js?simply_static_page=2223
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:103] Filesize: 15095 bytes
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-04 05:27:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/0d1a75a41cae2a76432a.bundle.js
